"","subID","gender","age","handedness","english","compType","VisualWM","rtUnder500","rtOver10000","DigitSpan","reloaded","Vocabulary","DigitSymbolCoding"
"9546","36-7176","F",25,"right",0,"laptop",35,0,0,6,1,13,43
"9547","36-7177","F",57,"right",1,"desktop",29,0,0,9,1,19,42
"9548","36-7178","M",24,"right",0,"laptop",31,1,0,6,1,12,42
"9549","36-7179","F",18,"left",1,"laptop",33,0,0,7,1,9,48
"9550","36-718","M",48,"right",1,"desktop",35,0,0,3,1,5,50
"9551","36-7184","M",19,"right",1,"laptop",37,0,0,6,1,14,62
"9552","36-7187","M",47,"right",1,"desktop",36,0,0,7,1,18,49
"9553","36-7190","F",19,"right",0,"desktop",30,1,0,2,1,5,40
"9554","36-7198","F",63,"right",1,"desktop",35,0,0,7,1,17,39
"9555","36-7217","F",55,"right",1,"desktop",35,1,0,6,1,17,43
"9556","36-7218","M",23,"right",1,"desktop",34,0,0,7,1,9,56
"9557","36-7220","F",21,"right",1,"desktop",31,0,0,7,1,11,55
"9558","36-7228","M",18,"right",1,"laptop",39,0,0,7,1,14,51
"9559","36-723","F",16,"right",0,"desktop",34,0,0,4,1,10,47
"9560","36-7232","F",18,"right",1,"laptop",30,0,0,7,1,13,58
"9561","36-7234","F",22,"right",1,"laptop",34,0,0,5,1,13,45
"9562","36-7235","F",15,"right",0,"desktop",34,0,0,5,1,7,69
"9563","36-7236","M",33,"right",0,"desktop",32,0,0,7,1,10,51
"9564","36-7245","M",25,"right",1,"desktop",38,0,0,4,1,12,50
"9565","36-7249","F",20,"right",0,"desktop",36,0,0,5,1,6,52
"9566","36-725","F",15,"right",0,"desktop",42,0,0,8,1,14,43
"9567","36-7250","F",29,"right",0,"laptop",35,0,0,7,1,11,42
"9568","36-7251","F",21,"right",0,"laptop",38,0,1,9,1,12,70
"9569","36-7252","M",17,"right",1,"desktop",34,0,0,8,1,18,48
"9570","36-7253","F",18,"right",1,"laptop",40,0,0,9,1,10,64
"9571","36-7255","F",13,"right",1,"desktop",35,1,0,8,1,12,55
"9572","36-7257","F",22,"right",1,"desktop",35,0,0,7,1,9,46
"9573","36-7261","F",25,"right",1,"desktop",37,0,0,6,1,9,56
"9574","36-7263","F",15,"right",1,"desktop",35,0,0,7,1,6,43
"9575","36-7272","M",15,"right",1,"desktop",27,0,0,4,1,3,41
"9576","36-7273","M",14,"left",1,"desktop",25,0,0,4,1,14,41
"9577","36-7274","M",23,"right",1,"laptop",30,0,0,4,1,11,37
"9578","36-728","M",50,"right",1,"desktop",29,0,0,6,1,18,48
"9579","36-7280","F",24,"right",1,"laptop",32,0,0,7,1,13,46
"9580","36-7281","F",19,"left",1,"laptop",41,0,0,9,1,19,68
"9581","36-7282","F",54,"right",1,"desktop",36,0,0,6,1,19,48
"9582","36-7283","F",18,"right",1,"desktop",38,0,0,5,1,11,44
"9583","36-7285","F",22,"right",1,"laptop",31,2,0,9,1,13,52
"9584","36-729","F",20,"right",1,"laptop",33,0,0,5,1,12,53
"9585","36-7291","M",20,"right",0,"laptop",34,0,0,7,1,14,51
"9586","36-7294","F",36,"right",1,"laptop",33,0,0,8,1,18,60
"9587","36-7297","F",18,"right",1,"desktop",36,0,0,3,1,8,60
"9588","36-7301","F",22,"right",0,"laptop",34,0,0,4,1,7,46
"9589","36-7304","M",28,"right",1,"desktop",40,0,0,7,1,12,53
"9590","36-7306","F",21,"both",0,"laptop",37,0,0,10,1,14,63
"9591","36-7321","M",28,"right",0,"laptop",36,0,0,4,1,6,59
"9592","36-7325","F",18,"right",1,"laptop",36,1,0,7,1,17,67
"9593","36-7327","M",32,"right",0,"desktop",34,0,0,6,1,11,36
"9594","36-7329","F",17,"right",1,"laptop",38,0,0,8,1,12,59
"9595","36-7334","M",23,"right",1,"laptop",33,0,0,7,1,12,40
"9596","36-7335","M",28,"right",1,"laptop",34,0,0,7,1,12,62
"9597","36-7337","F",23,"right",1,"laptop",38,0,0,7,1,13,58
"9598","36-734","F",20,"right",0,"laptop",37,0,0,5,1,9,43
"9599","36-7346","F",16,"right",0,"laptop",31,0,0,7,1,7,44
"9600","36-7347","F",39,"right",1,"laptop",42,0,0,8,1,18,58
"9601","36-7351","F",43,"right",1,"desktop",27,0,0,6,1,20,44
"9602","36-7356","F",17,"right",1,"desktop",35,0,0,6,1,12,41
"9603","36-7357","F",13,"right",1,"laptop",34,0,0,8,1,11,53
"9604","36-7360","F",53,"right",1,"laptop",33,0,0,9,1,20,44
"9605","36-7361","F",19,"right",1,"desktop",36,0,0,9,1,20,37
"9606","36-7362","M",25,"right",1,"desktop",39,0,0,9,1,13,59
"9607","36-7365","F",19,"right",1,"laptop",38,0,0,7,1,7,49
"9608","36-7368","F",41,"right",1,"desktop",36,0,0,4,1,13,39
"9609","36-7371","M",20,"right",1,"laptop",35,0,0,6,1,17,50
"9610","36-7374","F",16,"right",1,"desktop",39,0,0,5,1,9,46
"9611","36-7381","M",19,"right",1,"laptop",37,0,0,5,1,16,50
"9612","36-7385","M",18,"right",1,"laptop",37,0,0,8,1,11,50
"9613","36-7392","F",45,"right",1,"laptop",37,0,0,7,1,16,49
"9614","36-7393","M",20,"right",1,"laptop",36,0,0,6,1,10,57
"9615","36-7397","F",21,"left",0,"laptop",38,0,0,7,1,15,49
"9616","36-740","F",13,"right",1,"desktop",29,1,0,6,1,10,48
"9617","36-7402","F",19,"right",1,"laptop",36,1,0,7,1,14,46
"9618","36-7404","F",26,"right",1,"laptop",34,0,0,4,1,8,48
"9619","36-7406","F",22,"right",1,"laptop",38,0,0,6,1,19,47
"9620","36-7408","M",27,"left",0,"laptop",36,0,1,4,1,1,56
"9621","36-7409","F",59,"right",1,"desktop",31,0,0,4,1,15,35
"9622","36-7411","F",14,"right",1,"desktop",32,0,0,6,1,7,50
"9623","36-7412","F",18,"right",1,"desktop",24,0,0,6,1,14,39
"9624","36-7415","F",15,"left",1,"laptop",41,0,0,7,1,12,60
"9625","36-7418","M",28,"right",1,"desktop",36,0,0,8,1,17,53
"9626","36-7423","F",27,"right",1,"laptop",36,0,0,8,1,15,46
"9627","36-7424","F",15,"right",1,"desktop",28,0,0,7,1,11,59
"9628","36-7428","F",29,"right",1,"laptop",35,0,0,7,1,20,52
"9629","36-7429","F",18,"right",1,"laptop",28,0,1,7,1,13,64
"9630","36-7431","F",13,"right",1,"laptop",30,0,0,5,1,8,46
"9631","36-7442","M",21,"right",1,"laptop",38,0,0,7,1,12,44
"9632","36-7446","M",20,"right",1,"laptop",35,0,0,7,1,18,56
"9633","36-7448","F",18,"right",1,"laptop",37,0,0,5,1,16,68
"9634","36-7458","F",19,"right",1,"laptop",25,0,0,6,1,16,45
"9635","36-7459","F",36,"right",1,"desktop",37,0,0,5,1,16,41
"9636","36-746","M",47,"right",0,"laptop",34,0,0,9,1,11,50
"9637","36-7464","M",28,"right",0,"desktop",40,0,0,6,1,11,59
"9638","36-7466","F",20,"right",1,"laptop",40,0,0,9,1,14,51
"9639","36-747","M",19,"right",1,"laptop",27,0,0,8,1,16,41
"9640","36-7470","M",19,"right",1,"laptop",34,0,0,6,1,10,53
"9641","36-7473","F",12,"right",1,"desktop",35,0,0,6,1,10,49
"9642","36-7474","F",18,"right",1,"laptop",38,0,1,7,1,15,39
"9643","36-7475","F",17,"right",0,"laptop",36,0,0,4,1,13,44
"9644","36-7477","M",32,"right",0,"laptop",35,0,0,8,1,14,49
"9645","36-7480","M",19,"right",1,"desktop",37,0,0,11,1,7,55
"9646","36-7484","M",18,"right",1,"laptop",31,0,0,7,1,19,55
"9647","36-7486","F",25,"right",1,"desktop",38,0,0,6,1,16,52
"9648","36-7487","F",20,"right",1,"desktop",27,1,0,7,1,13,40
"9649","36-7493","F",22,"right",1,"desktop",37,0,0,9,1,13,51
"9650","36-7495","M",21,"right",1,"desktop",36,0,1,6,1,13,57
"9651","36-7501","M",21,"right",0,"desktop",33,0,0,6,1,8,42
"9652","36-7505","F",17,"right",1,"desktop",35,0,0,6,1,12,49
"9653","36-7510","F",18,"right",1,"desktop",33,0,0,5,1,10,34
"9654","36-7511","F",17,"right",1,"desktop",36,0,0,8,1,11,55
"9655","36-7512","F",18,"left",1,"desktop",35,0,0,5,1,9,43
"9656","36-7513","M",21,"right",1,"laptop",38,0,0,7,1,14,61
"9657","36-7515","M",19,"right",1,"laptop",38,0,0,6,1,18,51
"9658","36-7518","F",16,"right",1,"laptop",40,0,0,7,1,17,52
"9659","36-752","F",34,"right",1,"laptop",34,0,0,5,1,16,43
"9660","36-7531","F",39,"right",1,"laptop",36,0,0,8,1,16,34
"9661","36-7533","M",19,"right",1,"laptop",36,0,0,7,1,16,56
"9662","36-7534","M",22,"right",1,"laptop",30,0,0,7,1,16,83
"9663","36-7535","M",18,"right",1,"laptop",38,0,0,6,1,9,59
"9664","36-7538","M",20,"right",1,"laptop",35,0,0,5,1,17,49
"9665","36-7540","F",19,"right",1,"laptop",38,0,0,7,1,12,45
"9666","36-7541","M",32,"right",0,"laptop",37,0,1,7,1,16,53
"9667","36-7546","F",24,"right",1,"laptop",32,0,0,5,1,10,47
"9668","36-7549","F",19,"left",1,"laptop",31,0,0,6,1,15,64
"9669","36-7552","M",25,"right",0,"laptop",36,0,0,7,1,12,49
"9670","36-7555","F",25,"right",1,"desktop",38,0,0,5,1,11,56
"9671","36-7564","M",46,"right",1,"laptop",30,0,0,6,1,19,44
"9672","36-7568","M",17,"right",1,"laptop",39,0,0,4,1,7,44
"9673","36-7569","F",31,"right",1,"laptop",33,0,0,7,1,14,43
"9674","36-7572","F",16,"left",1,"desktop",34,0,0,7,1,14,75
"9675","36-7577","M",52,"right",1,"desktop",36,0,0,7,1,16,41
"9676","36-7586","F",30,"right",0,"laptop",34,0,0,5,1,11,50
"9677","36-7587","F",47,"right",1,"desktop",28,0,0,6,1,18,50
"9678","36-7589","F",33,"right",1,"laptop",36,0,0,8,1,18,47
"9679","36-7594","F",24,"right",1,"desktop",34,0,0,5,1,11,46
"9680","36-7596","F",21,"right",1,"laptop",35,0,0,7,1,8,50
"9681","36-760","F",19,"right",1,"laptop",34,0,0,5,1,6,63
"9682","36-7603","F",18,"right",1,"laptop",37,0,0,9,1,15,46
"9683","36-7605","F",25,"right",1,"desktop",41,0,0,9,1,13,57
"9684","36-7607","M",21,"right",1,"laptop",35,0,0,5,1,8,48
"9685","36-761","M",20,"right",1,"desktop",38,0,0,6,1,9,53
"9686","36-7613","M",30,"right",1,"laptop",33,0,0,7,1,19,56
"9687","36-7614","F",17,"right",1,"laptop",38,0,0,4,1,11,54
"9688","36-7616","F",30,"right",0,"laptop",29,0,1,6,1,8,52
"9689","36-762","F",30,"right",1,"laptop",36,0,0,7,1,18,52
"9690","36-7620","F",18,"left",1,"desktop",32,0,0,4,1,11,54
"9691","36-7622","M",17,"right",1,"laptop",33,0,0,4,1,12,64
"9692","36-7623","F",50,"right",1,"desktop",31,0,0,7,1,16,38
"9693","36-7624","F",18,"right",1,"desktop",32,0,0,6,1,12,48
"9694","36-7625","F",22,"right",1,"laptop",40,0,0,9,1,16,64
"9695","36-7627","M",62,"right",1,"desktop",27,0,0,7,1,18,32
"9696","36-7629","F",69,"right",1,"desktop",32,0,0,8,1,17,35
"9697","36-7630","F",68,"right",1,"laptop",31,0,0,5,1,19,27
"9698","36-7632","F",15,"right",1,"laptop",36,0,0,6,1,8,46
"9699","36-7635","M",19,"right",1,"laptop",39,0,0,8,1,13,60
"9700","36-7637","F",18,"right",0,"laptop",39,0,0,8,1,2,56
"9701","36-7640","F",16,"right",1,"laptop",36,0,0,8,1,9,57
"9702","36-765","F",40,"right",1,"laptop",34,0,0,7,1,17,49
"9703","36-7652","F",26,"right",0,"desktop",38,0,0,7,1,10,37
"9704","36-7653","F",19,"right",1,"desktop",36,0,0,5,1,14,45
"9705","36-7654","M",74,"right",1,"desktop",25,0,0,5,1,20,36
"9706","36-7656","M",17,"right",1,"laptop",36,0,0,7,1,10,58
"9707","36-7658","F",14,"both",1,"laptop",34,0,0,5,1,13,72
"9708","36-766","F",19,"right",1,"desktop",38,1,0,6,1,8,53
"9709","36-7660","F",21,"right",1,"desktop",31,0,0,7,1,12,54
"9710","36-7668","F",27,"right",1,"desktop",40,0,0,7,1,17,42
"9711","36-7669","M",26,"right",0,"desktop",39,0,0,2,1,6,35
"9712","36-767","M",38,"right",1,"laptop",34,0,0,7,1,14,38
"9713","36-7676","M",22,"right",0,"laptop",32,0,0,8,1,13,43
"9714","36-7680","M",23,"right",1,"desktop",30,0,0,4,1,10,46
"9715","36-7687","F",21,"right",0,"laptop",29,0,0,5,1,9,44
"9716","36-769","F",15,"right",1,"laptop",32,0,0,7,1,8,56
"9717","36-7692","M",29,"right",0,"desktop",41,0,0,6,1,12,52
"9718","36-7693","M",20,"right",1,"laptop",20,6,0,4,1,11,29
"9719","36-7694","M",69,"right",1,"desktop",32,0,0,6,1,18,36
"9720","36-7695","F",21,"right",0,"laptop",38,0,0,8,1,13,52
"9721","36-7702","F",30,"right",0,"laptop",36,0,0,8,1,10,61
"9722","36-7704","F",25,"right",0,"laptop",35,0,0,4,1,6,52
"9723","36-7709","M",57,"right",0,"desktop",39,0,0,10,1,15,41
"9724","36-771","F",56,"right",1,"laptop",33,0,0,5,1,19,46
"9725","36-7711","F",16,"right",1,"desktop",27,0,0,6,1,9,45
"9726","36-7715","M",28,"right",1,"laptop",33,0,0,6,1,7,38
"9727","36-7718","F",35,"right",1,"laptop",32,0,0,6,1,18,41
"9728","36-7723","M",34,"right",1,"laptop",30,0,0,8,1,16,48
"9729","36-7725","M",31,"left",1,"desktop",40,0,0,6,1,10,61
"9730","36-7726","M",15,"right",1,"desktop",33,0,0,7,1,8,42
"9731","36-7727","F",34,"right",0,"laptop",29,0,0,7,1,17,42
"9732","36-7728","F",24,"right",0,"laptop",37,0,0,6,1,7,55
"9733","36-7729","M",16,"right",1,"desktop",32,1,0,7,1,13,47
"9734","36-773","M",21,"right",0,"desktop",36,0,0,5,1,8,53
"9735","36-7732","F",15,"right",1,"desktop",33,0,0,5,1,11,40
"9736","36-7733","M",32,"right",0,"desktop",38,0,0,6,1,9,73
"9737","36-7735","F",25,"right",1,"desktop",32,0,0,5,1,16,46
"9738","36-7737","F",59,"right",1,"desktop",26,0,0,6,1,19,36
"9739","36-7744","M",16,"right",1,"desktop",32,0,0,7,1,13,64
"9740","36-7745","M",29,"right",0,"desktop",32,0,0,5,1,6,74
"9741","36-7746","M",27,"left",1,"laptop",28,1,0,5,1,13,30
"9742","36-7748","F",25,"right",1,"laptop",37,0,0,6,1,14,46
"9743","36-7751","M",41,"right",0,"desktop",41,0,0,11,1,10,65
"9744","36-7752","F",20,"right",0,"laptop",37,0,0,7,1,12,55
"9745","36-7753","F",57,"right",1,"desktop",32,0,0,7,1,20,41
"9746","36-7755","F",29,"right",0,"laptop",34,0,0,8,1,12,46
"9747","36-7759","F",17,"right",0,"desktop",30,0,0,7,1,7,59
"9748","36-7765","F",16,"right",1,"laptop",37,0,0,8,1,12,63
"9749","36-7774","F",18,"right",1,"desktop",35,0,0,6,1,14,55
"9750","36-7775","M",19,"right",1,"desktop",32,0,0,5,1,12,72
"9751","36-7777","F",20,"right",0,"laptop",41,3,0,6,1,13,77
"9752","36-7778","M",36,"right",1,"laptop",36,0,0,7,1,9,46
"9753","36-7779","F",26,"right",1,"laptop",34,0,0,6,1,10,53
"9754","36-778","M",18,"right",0,"desktop",33,1,0,4,1,11,64
"9755","36-7780","F",27,"right",1,"desktop",29,0,0,7,1,8,40
"9756","36-7784","F",25,"right",0,"desktop",37,0,0,5,1,10,34
"9757","36-7788","F",21,"both",1,"laptop",36,0,0,9,1,16,53
"9758","36-7790","M",19,"right",1,"desktop",38,0,0,6,1,8,43
"9759","36-7791","F",24,"right",0,"desktop",37,0,0,5,1,11,42
"9760","36-7794","M",23,"right",1,"desktop",27,0,0,7,1,7,28
"9761","36-780","F",21,"right",1,"desktop",38,0,0,4,1,13,55
"9762","36-7805","M",23,"right",0,"laptop",32,0,0,7,1,10,41
"9763","36-781","F",30,"right",0,"laptop",39,0,0,6,1,15,49
"9764","36-7813","M",19,"right",1,"laptop",37,0,0,6,1,11,47
"9765","36-7814","F",29,"right",1,"desktop",32,0,0,7,1,19,40
"9766","36-782","F",19,"right",1,"laptop",24,0,0,7,1,9,40
"9767","36-7821","M",24,"left",1,"laptop",37,0,0,6,1,16,61
"9768","36-7822","M",47,"right",1,"desktop",39,0,0,4,1,17,51
"9769","36-7825","F",14,"right",1,"laptop",34,0,0,6,1,10,44
"9770","36-7826","F",22,"right",1,"desktop",37,0,0,9,1,17,61
"9771","36-783","M",38,"right",1,"laptop",29,0,0,7,1,15,46
"9772","36-7831","M",30,"right",1,"desktop",38,0,0,6,1,17,51
"9773","36-7842","F",14,"right",1,"desktop",38,0,0,6,1,10,64
"9774","36-7844","F",17,"right",1,"laptop",36,0,0,7,1,10,47
"9775","36-7846","F",27,"right",1,"laptop",37,0,0,9,1,17,58
"9776","36-7854","M",19,"right",1,"laptop",26,5,0,8,1,18,53
"9777","36-7855","F",46,"right",1,"laptop",35,0,0,4,1,9,47
"9778","36-7858","M",35,"left",1,"desktop",40,0,0,7,1,13,50
"9779","36-7859","M",23,"right",1,"laptop",29,3,0,8,1,18,63
"9780","36-7860","F",28,"right",1,"desktop",38,0,0,8,1,7,44
"9781","36-7861","F",19,"right",1,"desktop",35,0,0,9,1,16,58
"9782","36-7865","F",19,"left",1,"desktop",38,0,0,5,1,15,49
"9783","36-7866","F",22,"right",1,"laptop",38,0,0,8,1,11,50
"9784","36-7868","F",16,"right",0,"desktop",35,0,0,4,1,9,47
"9785","36-7869","F",19,"right",1,"laptop",35,0,0,5,1,10,51
"9786","36-787","M",23,"right",0,"laptop",30,0,0,6,1,8,49
"9787","36-7870","M",18,"right",1,"laptop",30,1,0,6,1,13,46
"9788","36-7873","F",25,"right",1,"desktop",41,0,0,8,1,18,52
"9789","36-7874","F",22,"right",1,"desktop",36,0,2,9,1,12,44
"9790","36-7875","M",13,"right",1,"desktop",37,0,0,7,1,12,47
"9791","36-7880","M",34,"right",1,"laptop",37,0,0,6,1,17,49
"9792","36-7881","F",40,"right",1,"desktop",34,0,0,8,1,13,41
"9793","36-7884","F",50,"right",1,"desktop",35,0,0,7,1,17,50
"9794","36-7887","M",13,"left",1,"laptop",35,0,0,7,1,9,51
"9795","36-7890","F",28,"right",1,"desktop",38,0,2,8,1,19,54
"9796","36-7892","F",18,"right",1,"desktop",30,1,0,8,1,11,49
"9797","36-7899","M",33,"right",1,"desktop",35,0,0,9,1,20,46
"9798","36-7900","M",18,"right",1,"desktop",29,0,1,6,1,13,33
"9799","36-7909","M",30,"right",0,"desktop",35,0,1,5,1,6,37
"9800","36-791","F",16,"right",1,"laptop",38,0,0,5,1,9,59
"9801","36-7911","M",29,"right",0,"laptop",31,1,0,5,1,8,38
"9802","36-7912","F",24,"both",0,"laptop",32,0,0,7,1,6,45
"9803","36-7913","M",64,"right",1,"desktop",33,0,0,7,1,20,40
"9804","36-7914","M",46,"right",1,"desktop",30,0,0,8,1,13,41
"9805","36-7918","F",18,"left",1,"desktop",29,0,0,4,1,10,37
"9806","36-7920","M",23,"left",0,"desktop",37,0,0,9,1,11,73
"9807","36-7931","F",18,"right",0,"desktop",39,0,0,6,1,9,58
"9808","36-7932","M",32,"right",0,"laptop",35,0,0,8,1,8,45
"9809","36-7936","F",25,"right",0,"desktop",28,1,0,4,1,9,46
"9810","36-7947","F",25,"right",0,"laptop",33,0,0,7,1,7,40
"9811","36-7948","M",15,"left",0,"desktop",39,0,0,8,1,14,70
"9812","36-7952","F",25,"right",1,"laptop",30,0,0,4,1,12,42
"9813","36-7953","F",24,"right",0,"laptop",39,0,0,5,1,7,40
"9814","36-7956","F",19,"right",1,"laptop",34,0,0,9,1,18,59
"9815","36-7957","M",26,"right",0,"desktop",38,0,0,6,1,5,58
"9816","36-7963","M",18,"right",1,"laptop",30,0,0,6,1,14,51
"9817","36-7965","M",19,"right",0,"laptop",28,1,0,5,1,7,53
"9818","36-7966","M",23,"right",1,"laptop",35,0,0,6,1,11,55
"9819","36-7970","M",23,"right",0,"laptop",40,0,0,5,1,11,52
"9820","36-7971","F",56,"right",1,"laptop",33,0,0,6,1,17,36
"9821","36-7972","M",16,"right",0,"laptop",34,1,0,5,1,6,55
"9822","36-7973","M",17,"right",1,"laptop",39,0,0,5,1,7,42
"9823","36-7976","F",22,"left",1,"desktop",32,0,0,6,1,11,56
"9824","36-7977","F",21,"right",0,"desktop",36,0,0,9,1,8,38
"9825","36-798","F",17,"right",1,"desktop",37,0,0,6,1,10,48
"9826","36-7982","F",17,"left",1,"desktop",38,0,1,8,1,14,69
"9827","36-7983","F",25,"right",0,"desktop",39,0,0,8,1,10,50
"9828","36-7984","M",19,"right",1,"laptop",33,0,0,5,1,18,54
"9829","36-7986","F",19,"right",1,"laptop",40,0,0,6,1,17,71
"9830","36-7994","F",18,"right",1,"desktop",22,0,0,5,1,4,31
"9831","36-7996","M",21,"right",1,"laptop",33,0,0,4,1,7,31
"9832","36-7997","F",18,"right",1,"laptop",37,0,0,11,1,15,61
"9833","36-7999","F",14,"left",1,"laptop",40,0,0,6,1,7,46
"9834","36-80","F",15,"right",0,"desktop",37,0,0,5,1,12,55
"9835","36-800","M",36,"left",0,"desktop",36,0,0,7,1,12,57
"9836","36-8003","F",65,"right",1,"desktop",22,5,0,5,1,17,35
"9837","36-8005","M",17,"right",1,"desktop",30,0,0,8,1,13,39
"9838","36-8008","F",35,"right",0,"laptop",35,0,0,4,1,7,41
"9839","36-8019","M",19,"right",1,"laptop",34,0,0,6,1,11,51
"9840","36-802","M",49,"right",1,"desktop",37,0,0,6,1,18,50
"9841","36-8020","M",15,"right",1,"laptop",34,0,0,5,1,11,45
"9842","36-8025","M",16,"left",1,"desktop",38,0,0,5,1,9,48
"9843","36-8038","M",20,"right",1,"desktop",39,0,0,4,1,7,41
"9844","36-8040","M",26,"right",0,"laptop",33,0,0,8,1,11,48
"9845","36-8043","F",18,"right",1,"laptop",34,0,0,5,1,8,44
"9846","36-8048","F",19,"right",0,"laptop",38,0,0,8,1,13,84
"9847","36-8049","F",43,"left",1,"laptop",34,0,0,5,1,18,48
"9848","36-805","F",23,"right",1,"laptop",34,0,0,5,1,14,62
"9849","36-8051","M",26,"right",1,"desktop",27,0,0,6,1,13,40
"9850","36-8054","M",25,"right",0,"laptop",36,0,0,5,1,12,51
"9851","36-8055","F",19,"right",1,"laptop",35,0,0,7,1,12,39
"9852","36-8058","F",21,"right",0,"laptop",36,0,0,7,1,11,59
"9853","36-8062","F",23,"right",1,"laptop",36,0,0,5,1,12,62
"9854","36-8064","F",23,"right",1,"laptop",36,0,0,6,1,5,43
"9855","36-8066","F",24,"right",1,"laptop",35,0,0,8,1,14,50
"9856","36-807","M",24,"right",1,"laptop",33,0,0,7,1,14,48
"9857","36-8071","F",15,"right",1,"laptop",36,0,0,8,1,13,60
"9858","36-8074","M",20,"right",0,"laptop",39,0,0,6,1,12,56
"9859","36-8075","M",21,"right",1,"laptop",35,0,0,9,1,17,59
"9860","36-8077","M",23,"right",0,"laptop",39,0,0,8,1,9,45
"9861","36-8079","F",20,"right",1,"laptop",31,0,0,6,1,11,50
"9862","36-8084","F",30,"right",0,"desktop",37,0,0,6,1,2,37
"9863","36-8090","M",28,"right",0,"laptop",33,0,0,5,1,13,88
"9864","36-8092","F",43,"right",0,"laptop",35,0,0,5,1,16,37
"9865","36-8095","M",25,"right",1,"laptop",34,0,0,7,1,11,53
"9866","36-8097","F",19,"right",1,"laptop",33,0,0,5,1,6,41
"9867","36-8098","M",25,"right",1,"laptop",42,0,0,9,1,19,64
"9868","36-81","M",23,"right",1,"desktop",39,0,0,5,1,13,55
"9869","36-810","F",19,"right",1,"laptop",32,0,0,6,1,12,53
"9870","36-8106","M",20,"right",1,"laptop",36,0,0,6,1,15,54
"9871","36-8108","F",25,"right",1,"laptop",35,0,0,6,1,18,52
"9872","36-811","F",52,"right",1,"desktop",33,0,0,5,1,16,43
"9873","36-8112","F",42,"right",1,"laptop",37,0,0,7,1,11,42
"9874","36-8114","F",18,"right",1,"laptop",40,1,0,9,1,9,62
"9875","36-8115","F",17,"right",1,"laptop",37,0,0,7,1,15,74
"9876","36-8117","M",25,"right",1,"laptop",33,0,0,7,1,14,48
"9877","36-8129","M",33,"right",0,"laptop",37,0,0,8,1,6,58
"9878","36-813","F",49,"right",1,"desktop",36,0,0,7,1,13,36
"9879","36-8137","M",19,"left",1,"desktop",29,0,0,5,1,9,48
"9880","36-8139","M",17,"right",1,"laptop",34,0,0,7,1,14,55
"9881","36-8140","F",19,"right",1,"laptop",37,0,0,7,1,11,42
"9882","36-8142","F",41,"right",1,"desktop",36,0,0,8,1,14,35
"9883","36-815","M",24,"right",0,"laptop",33,0,0,6,1,11,50
"9884","36-8150","F",18,"left",1,"laptop",33,0,0,6,1,11,57
"9885","36-8152","M",21,"right",1,"desktop",38,0,0,5,1,18,75
"9886","36-8155","F",16,"both",0,"laptop",36,0,0,4,1,7,47
"9887","36-8159","M",17,"left",1,"laptop",39,0,0,4,1,16,55
"9888","36-816","F",16,"right",1,"laptop",33,0,0,4,1,7,56
"9889","36-8161","M",17,"right",1,"desktop",41,0,0,6,1,9,44
"9890","36-8163","M",21,"right",1,"desktop",35,0,0,7,1,12,51
"9891","36-8170","F",11,"right",1,"desktop",26,0,0,11,1,5,49
"9892","36-8181","F",30,"right",1,"laptop",27,1,0,2,1,17,44
"9893","36-8185","F",29,"right",1,"laptop",33,0,0,3,1,18,39
"9894","36-8196","F",23,"right",1,"desktop",35,0,0,5,1,11,55
"9895","36-820","F",20,"right",1,"desktop",34,0,0,7,1,8,44
"9896","36-8202","M",19,"right",0,"laptop",25,0,0,8,1,9,40
"9897","36-8206","F",19,"right",1,"laptop",35,0,0,7,1,11,51
"9898","36-8207","M",19,"right",0,"laptop",30,0,0,7,1,7,55
"9899","36-8210","F",50,"right",1,"laptop",33,0,0,7,1,17,53
"9900","36-8211","F",10,"right",1,"desktop",23,0,0,5,1,5,38
"9901","36-8215","F",18,"right",0,"desktop",34,0,0,6,1,9,43
"9902","36-8221","F",16,"both",0,"laptop",36,0,0,7,1,12,54
"9903","36-8222","F",23,"right",1,"laptop",33,0,0,8,1,19,57
"9904","36-8223","M",28,"right",1,"laptop",35,0,0,6,1,15,78
"9905","36-8224","F",14,"left",1,"laptop",33,0,0,5,1,11,44
"9906","36-8225","F",61,"right",1,"desktop",39,0,0,7,1,17,50
"9907","36-8226","M",25,"right",0,"desktop",33,0,0,7,1,6,31
"9908","36-8230","F",16,"right",1,"desktop",32,0,0,5,1,12,50
"9909","36-8232","M",22,"right",1,"laptop",34,0,0,7,1,12,53
"9910","36-8233","M",21,"right",1,"laptop",38,0,0,8,1,12,48
"9911","36-8237","M",28,"right",1,"laptop",27,3,0,5,1,10,38
"9912","36-8238","F",16,"right",1,"desktop",32,0,0,1,1,8,42
"9913","36-8239","F",51,"right",1,"laptop",30,0,0,6,1,20,45
"9914","36-824","M",34,"right",0,"laptop",30,1,0,4,1,9,47
"9915","36-8244","F",24,"right",0,"desktop",31,0,0,8,1,8,49
"9916","36-8245","M",22,"right",1,"laptop",42,0,0,6,1,17,59
"9917","36-8250","F",16,"right",1,"laptop",31,0,0,7,1,15,49
"9918","36-8254","F",24,"right",0,"laptop",35,0,0,9,1,10,59
"9919","36-8257","F",24,"right",0,"desktop",27,1,1,1,1,5,40
"9920","36-8262","F",47,"right",1,"desktop",31,0,0,6,1,18,28
"9921","36-8269","M",37,"right",1,"laptop",41,0,0,6,1,11,42
"9922","36-8270","M",18,"right",1,"laptop",35,0,0,9,1,13,50
